CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churn
12560,5,105,2134.01,0,High Value,0
12561,303,16,238.85,2,At Risk,1
12562,8,168,3781.74,0,High Value,0
12564,261,21,456.9,2,At Risk,1
12565,289,9,145.92,2,At Risk,1
12566,86,19,351.65,0,High Value,0
12567,23,446,9401.28,0,High Value,0
12569,2,188,4124.69,0,High Value,0
12571,40,34,519.61,0,High Value,0
12572,9,60,1020.42,0,High Value,0
12573,227,28,160.54,2,At Risk,1
12574,316,11,218.45,2,At Risk,1
12576,36,88,1315.83,0,High Value,0
12577,35,146,626.6,0,High Value,0
12578,21,114,2794.51,0,High Value,0
12579,78,29,440.42,0,High Value,0
12580,247,24,415.7,2,At Risk,1
12581,40,15,197.71,0,High Value,0
12582,239,22,511.36,2,At Risk,1
12583,3,247,7281.38,0,High Value,0
12584,4,96,2338.15,0,High Value,0
12585,234,87,2040.1,2,At Risk,1
12586,17,11,196.94,0,High Value,0
12587,8,4,144,0,High Value,0
12588,39,10,214.9,0,High Value,0
12589,29,35,646.68,0,High Value,0
12590,211,68,9864.26,2,At Risk,1
12591,317,26,452.85,2,At Risk,1
12592,92,18,437.6,0,High Value,0
12593,109,21,418.1,0,High Value,1
12594,38,118,3338.22,0,High Value,0
12596,51,27,618.27,0,High Value,0
12597,19,206,3811.22,0,High Value,0
12598,10,132,3023.08,0,High Value,0
12599,29,62,1032.58,0,High Value,0
12600,29,64,2599.04,0,High Value,0
12601,190,28,577.06,2,At Risk,1
12602,59,12,153.12,0,High Value,0
12603,22,3,739.2,0,High Value,0
12604,79,16,254.18,0,High Value,0
12607,60,101,1579.51,0,High Value,0
12609,78,60,1126.85,0,High Value,0
12610,23,106,2099.54,0,High Value,0
12611,52,65,1193.32,0,High Value,0
12612,74,19,704.04,0,High Value,0
12613,57,153,3344.38,0,High Value,0
12614,278,20,315.6,2,At Risk,1
12615,2,105,2291.19,0,High Value,0
12616,95,32,713.3,0,High Value,0
12617,29,41,352.98,0,High Value,0
12618,22,11,177.31,0,High Value,0
12619,16,90,3641.24,0,High Value,0
12620,15,92,1339.41,0,High Value,0
12621,2,467,13689.67,0,High Value,0
12622,232,11,180.1,2,At Risk,1
12623,276,18,305.1,2,At Risk,1
12624,106,38,641.13,0,High Value,1
12625,212,86,2683.82,2,At Risk,1
12626,23,294,6620.48,0,High Value,0
12627,11,230,4478.53,0,High Value,0
12628,4,41,786.46,0,High Value,0
12630,10,64,1270.88,0,High Value,0
12631,57,31,640.5,0,High Value,0
12633,59,101,2163.98,0,High Value,0
12635,90,101,1689.18,0,High Value,0
12637,67,382,6002.9,0,High Value,0
12638,33,39,671.69,0,High Value,0
12639,239,22,486.1,2,At Risk,1
12640,24,53,1174.58,0,High Value,0
12641,115,10,185.9,0,High Value,1
12642,25,47,1013.26,0,High Value,0
12643,128,24,3344.64,0,High Value,1
12644,130,31,477.91,0,High Value,1
12645,34,73,1775.18,0,High Value,0
12646,5,45,1346.97,0,High Value,0
12647,22,122,3722.82,0,High Value,0
12648,155,21,318.05,2,At Risk,1
12649,107,31,623.51,0,High Value,1
12650,3,20,314.44,0,High Value,0
12651,335,9,114,2,At Risk,1
12652,331,48,919.98,2,At Risk,1
12653,149,43,2209.85,2,At Risk,1
12654,11,38,601.98,0,High Value,0
12656,17,126,4051.17,0,High Value,0
12657,11,47,1643.18,0,High Value,0
12658,19,36,686.05,0,High Value,0
12659,30,5,91.68,0,High Value,0
12660,11,13,245.1,0,High Value,0
12662,1,230,3849.78,0,High Value,0
12664,8,37,4881.88,0,High Value,0
12665,325,3,63,2,At Risk,1
12667,58,33,620.13,0,High Value,0
12668,12,161,3807.15,0,High Value,0
12669,151,101,2744.03,2,At Risk,1
12670,10,92,2996.05,0,High Value,0
12672,330,10,225.9,2,At Risk,1
12673,5,42,610.52,0,High Value,0
12674,39,83,1970.6,0,High Value,0
12676,25,45,1331.39,0,High Value,0
12678,42,165,17628.46,0,High Value,0
12679,59,48,1113.02,0,High Value,0
12680,1,52,862.81,0,High Value,0
12681,15,638,13787.54,0,High Value,0
12682,4,524,12279.82,0,High Value,0
12683,4,344,8476.57,0,High Value,0
12684,8,105,2283.63,0,High Value,0
12685,28,157,2863.08,0,High Value,0
12686,372,7,89.14,2,At Risk,1
12688,114,171,4873.81,0,High Value,1
12689,26,72,1247.61,0,High Value,0
12690,206,16,389.01,2,At Risk,1
12691,28,32,1035.8,0,High Value,0
12693,127,39,855.91,0,High Value,1
12694,70,37,869.67,0,High Value,0
12695,7,27,582.1,0,High Value,0
12697,29,41,957.59,0,High Value,0
12700,8,268,4939.99,0,High Value,0
12701,80,53,797.71,0,High Value,0
12702,20,12,219,0,High Value,0
12703,71,21,283.55,0,High Value,0
12704,7,88,2340.84,0,High Value,0
12705,15,334,6868.29,0,High Value,0
12707,292,33,603.42,2,At Risk,1
12708,30,157,2712.91,0,High Value,0
12709,15,207,9706.52,0,High Value,0
12710,97,77,1149.02,0,High Value,0
12712,29,133,4396.13,0,High Value,0
12713,1,38,848.55,0,High Value,0
12714,9,259,4708.86,0,High Value,0
12715,106,20,343.36,0,High Value,1
12716,4,69,1053.49,0,High Value,0
12717,151,55,1030.98,2,At Risk,1
12718,71,19,238.25,0,High Value,0
12719,5,39,644.95,0,High Value,0
12720,3,354,5781.73,0,High Value,0
12721,32,161,2656.13,0,High Value,0
12722,85,53,997.63,0,High Value,0
12723,4,69,725.07,0,High Value,0
12724,5,53,1031.41,0,High Value,0
12725,371,24,427.8,2,At Risk,1
12726,28,124,2609.1,0,High Value,0
12727,11,139,3980.7,0,High Value,0
12728,71,46,836.33,0,High Value,0
12729,114,26,453.01,0,High Value,1
12731,24,274,18895.91,0,High Value,0
12732,180,12,236.26,2,At Risk,1
12733,234,22,383.95,2,At Risk,1
12734,353,4,110.4,2,At Risk,1
12735,315,43,779.57,2,At Risk,1
12736,333,4,234,2,At Risk,1
12738,372,11,155.35,2,At Risk,1
12739,78,38,1013.04,0,High Value,0
12740,64,27,427.6,0,High Value,0
12743,134,131,540.13,0,High Value,1
12744,52,222,21279.29,0,High Value,0
12747,2,103,4196.01,0,High Value,0
12748,1,4413,33053.19,3,Low Value,0
12749,4,199,4090.88,0,High Value,0
12750,129,15,275.88,0,High Value,1
12752,81,53,4366.78,0,High Value,0
12753,23,197,21429.39,0,High Value,0
12754,236,63,3010.74,2,At Risk,1
12755,281,4,3811.95,2,At Risk,1
12756,87,4,112.08,0,High Value,0
12757,16,364,7834.65,0,High Value,0
12758,117,97,2791.59,0,High Value,1
12759,52,95,1531.44,0,High Value,0
12762,8,69,1898.52,0,High Value,0
12763,138,18,494.08,0,High Value,1
12764,317,45,1693.88,2,At Risk,1
12766,4,310,6989.63,0,High Value,0
12769,239,32,1143.6,2,At Risk,1
12770,211,12,1351.45,2,At Risk,1
12772,60,55,892.47,0,High Value,0
12775,17,66,1386.04,0,High Value,0
12778,20,50,822.23,0,High Value,0
12779,38,149,3981.36,0,High Value,0
12781,64,25,826.74,0,High Value,0
12782,5,103,2330.92,0,High Value,0
12783,2,84,2225.91,0,High Value,0
12784,9,57,532.82,0,High Value,0
12785,364,14,311.95,2,At Risk,1
12787,10,20,463.66,0,High Value,0
12789,65,4,91.85,0,High Value,0
12790,192,21,324.92,2,At Risk,1
12791,374,2,192.6,2,At Risk,1
12792,257,25,400.54,2,At Risk,1
12793,335,24,545.48,2,At Risk,1
12794,53,45,860.41,0,High Value,0
12795,19,14,430.48,0,High Value,0
12797,366,13,254.03,2,At Risk,1
12798,10,8,6977.04,0,High Value,0
12802,187,25,427.58,2,At Risk,1
12808,37,28,483.65,0,High Value,0
12809,178,25,489.31,2,At Risk,1
12811,261,31,514.85,2,At Risk,1
12812,45,15,229.64,0,High Value,0
12814,102,2,125.92,0,High Value,1
12815,148,47,1063.46,2,At Risk,1
12816,96,29,572.2,0,High Value,0
12817,281,4,166.04,2,At Risk,1
12818,262,14,1542.08,2,At Risk,1
12820,3,59,942.34,0,High Value,0
12821,214,6,92.72,2,At Risk,1
12822,71,46,948.88,0,High Value,0
12823,75,5,1759.5,0,High Value,0
12824,60,25,397.12,0,High Value,0
12826,3,91,1474.72,0,High Value,0
12827,6,25,430.15,0,High Value,0
12828,3,56,1018.71,0,High Value,0
12829,337,11,293,2,At Risk,1
12830,38,38,6814.64,0,High Value,0
12831,262,9,215.05,2,At Risk,1
12832,32,27,383.03,0,High Value,0
12833,145,24,417.38,2,At Risk,1
12834,283,18,312.38,2,At Risk,1
12836,59,174,2610.36,0,High Value,0
12837,173,12,134.1,2,At Risk,1
12838,34,120,671.95,0,High Value,0
12839,3,314,5591.42,0,High Value,0
12840,144,113,2726.77,0,High Value,1
12841,5,414,3991.58,0,High Value,0
12842,70,34,1118.99,0,High Value,0
12843,66,103,1702.26,0,High Value,0
12844,29,52,325.96,0,High Value,0
12845,267,27,354.09,2,At Risk,1
12847,22,84,843.64,0,High Value,0
12849,31,48,1010.29,0,High Value,0
12851,97,47,131.81,0,High Value,0
12852,295,17,311.55,2,At Risk,1
12853,135,78,1957.1,0,High Value,1
12854,79,109,1316.25,0,High Value,0
12855,373,3,38.1,2,At Risk,1
12856,8,311,2170.78,0,High Value,0
12857,211,46,1106.4,2,At Risk,1
12863,52,5,521.2,0,High Value,0
12864,138,3,147.12,0,High Value,1
12865,26,95,1568.23,0,High Value,0
12866,283,26,559.12,2,At Risk,1
12867,26,534,4009.34,0,High Value,0
12868,186,107,1607.06,2,At Risk,1
12871,84,11,380.64,0,High Value,0
12872,327,66,599.97,2,At Risk,1
12873,282,4,374,2,At Risk,1
12875,143,2,343.23,2,At Risk,1
12876,58,85,2218.02,0,High Value,0
12877,4,154,1535.77,0,High Value,0
12878,236,47,854.99,2,At Risk,1
12879,45,10,573.22,0,High Value,0
12881,276,7,298,2,At Risk,1
12882,9,13,1463.04,0,High Value,0
12883,25,42,703.47,0,High Value,0
12884,88,7,309.05,0,High Value,0
12885,63,71,1175.22,0,High Value,0
12886,68,82,1378.4,0,High Value,0
12888,214,5,354.12,2,At Risk,1
12890,24,79,376.72,0,High Value,0
12891,186,3,331,2,At Risk,1
12893,31,31,176.55,0,High Value,0
12895,42,22,372.8,0,High Value,0
12897,205,4,216.5,2,At Risk,1
12901,9,116,17654.54,0,High Value,0
12902,265,10,138.68,2,At Risk,1
12904,18,71,496.06,0,High Value,0
12906,12,63,2919.81,0,High Value,0
12908,176,2,750,2,At Risk,1
12909,40,91,2178.67,0,High Value,0
12910,23,75,3075.04,0,High Value,0
12912,3,24,1662.3,0,High Value,0
12913,5,50,2483.63,0,High Value,0
12915,149,22,363.65,2,At Risk,1
12916,139,103,2944.95,0,High Value,1
12917,128,2,594,0,High Value,1
12919,8,50,1335.19,0,High Value,0
12920,17,27,162.78,0,High Value,0
12921,9,720,16587.09,0,High Value,0
12922,161,28,405.38,2,At Risk,1
12923,64,28,172.82,0,High Value,0
12924,88,30,933.7,0,High Value,0
12925,5,45,694.05,0,High Value,0
12928,35,84,2062.7,0,High Value,0
12929,312,8,117.85,2,At Risk,1
12930,78,25,415.8,0,High Value,0
12931,22,82,42055.96,0,High Value,0
12933,24,106,607.53,0,High Value,0
12935,2,129,2160.7,0,High Value,0
12936,17,62,1063.9,0,High Value,0
12937,15,120,1504.27,0,High Value,0
12938,26,9,114.14,0,High Value,0
12939,64,47,11581.8,0,High Value,0
12940,55,96,899.69,0,High Value,0
12942,131,70,675.6,0,High Value,1
12944,36,30,604.51,0,High Value,0
12945,288,23,462.95,2,At Risk,1
12947,144,97,1603.99,0,High Value,1
12948,16,116,2064.95,0,High Value,0
12949,31,215,4167.22,0,High Value,0
12950,2,23,1843,0,High Value,0
12951,9,63,1064.07,0,High Value,0
12952,6,79,1387.79,0,High Value,0
12953,10,17,329.85,0,High Value,0
12955,1,180,4757.16,0,High Value,0
12956,306,19,108.07,2,At Risk,1
12957,10,238,4017.54,0,High Value,0
12962,7,16,266.39,0,High Value,0
12963,8,95,1856.63,0,High Value,0
12965,89,108,769.81,0,High Value,0
12966,10,10,160.18,0,High Value,0
12967,358,19,1660.9,2,At Risk,1
12968,112,5,135.95,0,High Value,1
12970,7,129,405.47,0,High Value,0
12971,4,305,11189.91,0,High Value,0
12974,198,8,144.8,2,At Risk,1
12976,212,22,738.6,2,At Risk,1
12977,156,9,39.24,2,At Risk,1
12980,158,20,7374.9,2,At Risk,1
12981,30,20,372.22,0,High Value,0
12982,243,28,390.54,2,At Risk,1
12984,19,4,97.5,0,High Value,0
12985,1,76,1239.38,0,High Value,0
12987,74,28,558.7,0,High Value,0
12988,292,83,505.82,2,At Risk,1
12989,3,64,6924.11,0,High Value,0
12990,31,13,409.5,0,High Value,0
12991,23,31,503.76,0,High Value,0
12993,23,27,414.76,0,High Value,0
12994,4,61,974.42,0,High Value,0
12995,85,3,211.32,0,High Value,0
12997,22,59,1226.89,0,High Value,0
12999,196,28,455.88,2,At Risk,1
13000,107,31,534.85,0,High Value,1
13001,4,337,9785.97,0,High Value,0
13002,318,7,120.95,2,At Risk,1
13003,106,6,149.05,0,High Value,1
13004,12,404,5655.91,0,High Value,0
13005,174,26,513.7,2,At Risk,1
13006,56,4,81.57,0,High Value,0
13008,323,14,229.47,2,At Risk,1
13011,372,3,50.55,2,At Risk,1
13012,9,88,1646.84,0,High Value,0
13013,1,219,4810.94,0,High Value,0
13014,11,110,3466.28,0,High Value,0
13015,53,175,3339.64,0,High Value,0
13016,73,47,789.89,0,High Value,0
13017,7,1,204,0,High Value,0
13018,16,458,7277.7,0,High Value,0
13021,4,131,2616.38,0,High Value,0
13023,64,40,689.9,0,High Value,0
13026,1,40,975.36,0,High Value,0
13027,114,26,6912,0,High Value,1
13028,23,45,661.32,0,High Value,0
13029,31,10,1247.5,0,High Value,0
13030,11,92,752.44,0,High Value,0
13032,52,71,1010.18,0,High Value,0
13033,357,11,190.55,2,At Risk,1
13034,55,37,642.77,0,High Value,0
13035,74,27,921.88,0,High Value,0
13037,138,48,881.07,0,High Value,1
13038,80,28,908.46,0,High Value,0
13040,9,43,676.99,0,High Value,0
13043,273,13,516.42,2,At Risk,1
13044,291,33,560.47,2,At Risk,1
13045,99,18,305.28,0,High Value,0
13046,31,35,629.31,0,High Value,0
13047,32,172,3237.54,0,High Value,0
13048,14,135,1819.41,0,High Value,0
13049,64,14,656.68,0,High Value,0
13050,15,403,5836.86,0,High Value,0
13052,212,18,348.15,2,At Risk,1
13055,78,76,1214.41,0,High Value,0
13058,25,8,271.4,0,High Value,0
13059,250,8,183.4,2,At Risk,1
13060,254,15,307.53,2,At Risk,1
13061,72,10,248.61,0,High Value,0
13062,191,11,346.98,2,At Risk,1
13064,13,68,1105.59,0,High Value,0
13065,373,14,205.86,2,At Risk,1
13066,24,48,470.8,0,High Value,0
13067,82,15,115.46,0,High Value,0
13068,10,2,344,0,High Value,0
13069,1,424,4431.44,0,High Value,0
13070,192,9,228.8,2,At Risk,1
13072,267,7,177.15,2,At Risk,1
13075,130,22,919.61,0,High Value,1
13077,1,111,728.02,0,High Value,0
13078,3,358,12627.94,0,High Value,0
13079,4,6,220.1,0,High Value,0
13080,179,6,58.08,2,At Risk,1
13081,12,1028,28337.38,0,High Value,0
13082,126,73,3613.63,0,High Value,1
13083,4,18,303.75,0,High Value,0
13085,158,22,416.08,2,At Risk,1
13089,3,1814,58762.08,1,Regular,0
13090,9,155,8910.82,0,High Value,0
13091,28,21,345.82,0,High Value,0
13092,71,25,477.83,0,High Value,0
13093,276,159,7832.47,2,At Risk,1
13094,21,24,1927.32,0,High Value,0
13095,71,6,74.4,0,High Value,0
13097,33,421,6003.22,0,High Value,0
13098,1,572,28882.44,0,High Value,0
13099,99,1,207.36,0,High Value,0
13101,234,8,101.19,2,At Risk,1
13102,1,304,6424.09,0,High Value,0
13103,40,8,243.94,0,High Value,0
13104,3,20,1098.48,0,High Value,0
13106,133,1,76.5,0,High Value,1
13107,44,58,1531.62,0,High Value,0
13108,373,10,350.06,2,At Risk,1
13109,60,47,786.54,0,High Value,0
13110,31,145,1488.67,0,High Value,0
13113,1,201,12245.96,0,High Value,0
13115,12,120,2294.78,0,High Value,0
13116,138,30,501.14,0,High Value,1
13117,22,76,984.91,0,High Value,0
13118,20,79,1197.81,0,High Value,0
13120,239,1,30.6,2,At Risk,1
13121,269,50,283.73,2,At Risk,1
13122,94,55,922.39,0,High Value,0
13124,90,222,3756.33,0,High Value,0
13126,5,140,2099.64,0,High Value,0
13127,78,15,259.17,0,High Value,0
13130,94,2,64,0,High Value,0
13131,23,44,1073.3,0,High Value,0
13132,262,3,77.3,2,At Risk,1
13133,274,7,109.8,2,At Risk,1
13134,86,98,1793.58,0,High Value,0
13135,197,1,3096,2,At Risk,1
13136,56,127,2607.61,0,High Value,0
13137,11,687,3603.29,0,High Value,0
13138,22,63,962.39,0,High Value,0
13139,16,170,5064.94,0,High Value,0
13140,108,45,422.47,0,High Value,1
13141,85,135,2388.75,0,High Value,0
13142,19,23,307.09,0,High Value,0
13144,333,3,110.95,2,At Risk,1
13145,40,6,618.52,0,High Value,0
13146,26,17,228.91,0,High Value,0
13147,10,4,712.8,0,High Value,0
13148,29,312,3683.26,0,High Value,0
13149,14,86,1676.06,0,High Value,0
13151,296,74,1257.87,2,At Risk,1
13153,6,15,486.22,0,High Value,0
13155,33,85,971.76,0,High Value,0
13157,49,87,1741.22,0,High Value,0
13158,95,79,1201.06,0,High Value,0
13159,9,120,1429.35,0,High Value,0
13160,22,4,91.8,0,High Value,0
13161,313,8,112.75,2,At Risk,1
13162,122,79,1688.29,0,High Value,1
13165,46,42,1021.48,0,High Value,0
13166,283,41,417.2,2,At Risk,1
13167,19,65,791.33,0,High Value,0
13168,36,126,1299.59,0,High Value,0
13169,64,13,712.88,0,High Value,0
13170,27,30,108.81,0,High Value,0
13171,22,46,468.41,0,High Value,0
13173,4,43,353.65,0,High Value,0
13174,16,293,2742.82,0,High Value,0
13176,46,67,481.49,0,High Value,0
13177,65,17,282.45,0,High Value,0
13178,26,265,5725.47,0,High Value,0
13182,45,11,121.18,0,High Value,0
13183,8,94,3957.78,0,High Value,0
13184,15,179,1668.95,0,High Value,0
13185,268,1,71.4,2,At Risk,1
13186,40,79,1575.89,0,High Value,0
13187,337,37,236.02,2,At Risk,1
13188,11,2,114.6,0,High Value,0
13189,19,29,260.68,0,High Value,0
13192,95,63,911.94,0,High Value,0
13193,61,25,112.08,0,High Value,0
13194,136,3,60.7,0,High Value,1
13196,11,110,1797.78,0,High Value,0
13198,10,226,3401.24,0,High Value,0
13199,4,119,9817.12,0,High Value,0
13200,19,46,870.09,0,High Value,0
13203,10,57,869.46,0,High Value,0
13207,15,8,250.26,0,High Value,0
13208,59,148,1217.65,0,High Value,0
13209,30,321,5891.61,0,High Value,0
13210,94,22,353.48,0,High Value,0
13211,10,55,1095.42,0,High Value,0
13212,20,141,786.83,0,High Value,0
13213,57,90,1520.58,0,High Value,0
13216,268,5,333.74,2,At Risk,1
13217,122,4,533.98,0,High Value,1
13218,127,5,62.64,0,High Value,1
13220,78,21,819.29,0,High Value,0
13221,240,66,847.41,2,At Risk,1
13223,200,5,163.2,2,At Risk,1
13224,60,108,2155.95,0,High Value,0
13225,3,32,6463.84,0,High Value,0
13226,273,16,108.21,2,At Risk,1
13227,202,9,257.7,2,At Risk,1
13228,81,2,358,0,High Value,0
13229,226,10,160.95,2,At Risk,1
13230,4,587,2755.63,0,High Value,0
13232,13,202,1328.35,0,High Value,0
13233,74,43,605.12,0,High Value,0
13235,212,58,1031.07,2,At Risk,1
13236,25,36,744.85,0,High Value,0
13238,17,31,700.73,0,High Value,0
13239,262,22,329.56,2,At Risk,1
13240,96,67,663.65,0,High Value,0
13242,112,13,270.4,0,High Value,1
13243,203,57,585.12,2,At Risk,1
13244,93,27,121.74,0,High Value,0
13245,51,16,430.5,0,High Value,0
13246,18,136,1961.52,0,High Value,0
13247,18,25,501.12,0,High Value,0
13248,125,26,465.68,0,High Value,1
13249,92,23,711.41,0,High Value,0
13253,157,36,1030.4,2,At Risk,1
13255,9,13,399.51,0,High Value,0
13256,14,1,0,0,High Value,0
13258,12,36,672.83,0,High Value,0
13259,62,81,283.18,0,High Value,0
13260,61,8,557.62,0,High Value,0
13261,269,9,944.1,2,At Risk,1
13262,263,11,200.29,2,At Risk,1
13263,1,1667,7436.93,0,High Value,0
13265,53,90,2092.66,0,High Value,0
13266,11,187,3834.26,0,High Value,0
13267,3,211,4521.49,0,High Value,0
13268,18,433,3174.75,0,High Value,0
13269,1,315,5343.28,0,High Value,0
13270,366,1,590,2,At Risk,1
13271,37,87,211.49,0,High Value,0
13272,31,15,276.56,0,High Value,0
13273,113,16,138.98,0,High Value,1
13276,64,30,590.93,0,High Value,0
13277,16,8,258.4,0,High Value,0
13278,41,46,542.73,0,High Value,0
13279,78,9,137.75,0,High Value,0
13280,122,82,798.46,0,High Value,1
13282,18,37,1132.14,0,High Value,0
13283,60,7,93.66,0,High Value,0
13284,331,13,201.19,2,At Risk,1
13285,23,187,2709.12,0,High Value,0
